id,nome,squadra_att,detentore_cartellino,club,quot_att_mantra,tipo_contratto,ruolo,costo,priorita
47,Ferguson E.,AC Ciaccati,AC Ciaccati,Roma,15,Indeterminato,{Pc},0,1
48,Dovbyk,Sborada,Sborada,Roma,15,Indeterminato,{Pc},175,1
49,Lukaku,CyberDucks,CyberDucks,Napoli,15,Indeterminato,{Pc},36,1
50,Krstovic,Metodo Monchi FC,Metodo Monchi FC,Atalanta,15,Indeterminato,{Pc},3,1
51,Nzola,Svincolato,Svincolato,Pisa,16,Svincolato,{Pc},0,1
52,Pinamonti,FC Pontos,FC Pontos,Sassuolo,16,Indeterminato,{Pc},30,1
53,Esposito F.P.,Sborada,Sborada,Inter,16,Indeterminato,{Pc},0,1
54,Lookman,FC Pontos,FC Pontos,Atalanta,16,Indeterminato,{A},107,1
55,De Ketelaere,Metodo Monchi FC,Metodo Monchi FC,Atalanta,16,Indeterminato,{A},70,1
56,Orban G.,Sborada,Sborada,Verona,17,Indeterminato,{Pc},5,1
57,Esposito Se.,ZeroDayz FC,ZeroDayz FC,Cagliari,17,Indeterminato,{A},1,1
58,Giovane,Sborada,Sborada,Verona,18,Indeterminato,{A},1,1
59,Adams C.,FC Sovescio,FC Sovescio,Torino,18,Indeterminato,{A},30,1
60,Simeone,Svincolato,Svincolato,Torino,17,Svincolato,{Pc},0,1
61,Vlahovic,AC Ciaccati,AC Ciaccati,Juventus,18,Indeterminato,{Pc},190,1
62,Kean,Diaolo Porco,Diaolo Porco,Fiorentina,18,Indeterminato,{Pc},70,1
63,Bonazzoli,Svincolato,Svincolato,Cremonese,18,Svincolato,{A},0,1
64,Cambiaghi,Metodo Monchi FC,Metodo Monchi FC,Bologna,18,Indeterminato,{A},0,1
65,Castellanos,Diaolo Porco,Diaolo Porco,Lazio,19,Indeterminato,{Pc},36,1
66,Douvikas,Svincolato,Svincolato,Como,18,Svincolato,{Pc},0,1
67,Vardy,ZeroDayz FC,ZeroDayz FC,Cremonese,20,Indeterminato,{Pc},1,1
68,Laurientè,CyberDucks,CyberDucks,Sassuolo,20,Indeterminato,{A},23,1
69,Pellegrino M.,Sborada,Sborada,Parma,20,Indeterminato,{Pc},1,1
70,Scamacca,Diablitos FC,Diablitos FC,Atalanta,21,Indeterminato,{Pc},11,1
71,Davis K.,Svincolato,Svincolato,Udinese,22,Svincolato,{Pc},0,1
72,Berardi,Metodo Monchi FC,Metodo Monchi FC,Sassuolo,23,Indeterminato,{A},56,1
73,Castro S.,Diablitos FC,Diablitos FC,Bologna,23,Indeterminato,{Pc},0,1
74,Soulè,Metodo Monchi FC,Metodo Monchi FC,Roma,25,Indeterminato,{A},67,1
75,Hojlund,AC Ciaccati,AC Ciaccati,Napoli,27,Indeterminato,{Pc},70,1
76,Leao,Diaolo Porco,Diaolo Porco,Milan,27,Indeterminato,{A},107,1
77,Thuram,ZeroDayz FC,ZeroDayz FC,Inter,28,Indeterminato,{Pc},111,1
78,Yildiz,Diablitos FC,Diablitos FC,Juventus,31,Indeterminato,{A},46,1
79,Martinez L.,FC Sovescio,FC Sovescio,Inter,33,Indeterminato,{Pc},127,1
80,Cremaschi,Svincolato,Svincolato,Parma,1,Svincolato,{C},0,1
81,Vergara,Svincolato,Svincolato,Napoli,1,Svincolato,"{W,T}",0,1
82,Cuenca H.,Svincolato,Svincolato,Genoa,1,Svincolato,"{W,T}",0,1
83,Ilkhan,Svincolato,Svincolato,Torino,1,Svincolato,"{C,T}",0,1
84,Rog,Svincolato,Svincolato,Cagliari,1,Svincolato,"{M,C}",0,1
85,Miller L.,Sborada,Sborada,Udinese,1,Primavera,"{M,C}",0,1
86,Suslov,Svincolato,Svincolato,Verona,1,Svincolato,"{W,T}",0,1
87,Kastanos,Baby Reijnders,Baby Reijnders,Verona,1,Indeterminato,"{C,T}",1,1
88,Santiago,Svincolato,Svincolato,Verona,1,Svincolato,{C},0,1
89,Lipani,Baby Reijnders,Baby Reijnders,Sassuolo,1,Primavera,"{M,C}",0,1
90,Marchwinski,Svincolato,Svincolato,Lecce,1,Svincolato,{T},0,1
91,Rafia,Svincolato,Svincolato,Lecce,1,Svincolato,"{C,T}",0,1
92,Venturino,Svincolato,Svincolato,Genoa,1,Svincolato,{W},0,1
93,Valoti,Svincolato,Svincolato,Cremonese,1,Svincolato,"{C,T}",0,1
94,Liteta,Svincolato,Svincolato,Cagliari,1,Svincolato,"{M,C}",0,1
95,Sulemana I.,Svincolato,Svincolato,Bologna,1,Svincolato,"{M,C}",0,1
96,Cornet,Svincolato,Svincolato,Genoa,2,Svincolato,{W},0,1
97,Onana J.,Svincolato,Svincolato,Genoa,2,Svincolato,"{M,C}",0,1
98,Sala A.,Svincolato,Svincolato,Lecce,2,Svincolato,{C},0,1
99,Fini,Svincolato,Svincolato,Genoa,2,Svincolato,"{E,W}",0,1
100,Adzic,Metodo Monchi FC,Metodo Monchi FC,Juventus,2,Primavera,"{C,T}",0,1
101,Harroui,Baby Reijnders,Baby Reijnders,Verona,2,Indeterminato,"{W,T}",3,1
102,Zarraga,Svincolato,Svincolato,Udinese,2,Svincolato,"{M,C}",0,1
103,Anjorin,AC Ciaccati,AC Ciaccati,Torino,2,Indeterminato,"{C,T}",1,1
104,Boloca,Svincolato,Svincolato,Sassuolo,2,Svincolato,"{M,C}",0,1
105,Hojholt,Svincolato,Svincolato,Pisa,2,Svincolato,"{M,C}",0,1
106,Hernani,FC Pontos,FC Pontos,Parma,2,Indeterminato,{C},1,1
107,Ordonez C.,Metodo Monchi FC,Metodo Monchi FC,Parma,2,Primavera,"{M,C}",0,1
108,Helgason,Svincolato,Svincolato,Lecce,2,Svincolato,"{C,T}",0,1
109,Pierret,Svincolato,Svincolato,Lecce,2,Svincolato,"{M,C}",0,1
110,Stanciu,Baby Reijnders,Baby Reijnders,Genoa,2,Indeterminato,"{C,T}",8,1
111,Sabiri,Svincolato,Svincolato,Fiorentina,2,Svincolato,{T},0,1
112,Richardson,Svincolato,Svincolato,Fiorentina,2,Svincolato,"{M,C}",0,1
113,Sergi Roberto,Svincolato,Svincolato,Como,2,Svincolato,"{M,C}",0,1
114,Akpa Akpro,Svincolato,Svincolato,Verona,3,Svincolato,"{M,C}",0,1
115,Sarmiento J.,Svincolato,Svincolato,Cremonese,3,Svincolato,"{W,T}",0,1
116,Al-Musrati,Svincolato,Svincolato,Verona,3,Svincolato,"{M,C}",0,1
117,Stengs,Svincolato,Svincolato,Pisa,3,Svincolato,"{W,T}",0,1
118,Vranckx,FC Sovescio,FC Sovescio,Sassuolo,3,Indeterminato,"{M,C}",1,1
119,Diouf,Svincolato,Svincolato,Inter,3,Svincolato,{C},0,1
120,Iannoni,Svincolato,Svincolato,Sassuolo,3,Svincolato,{C},0,1
121,Pisilli,FC Sovescio,FC Sovescio,Roma,3,Primavera,{C},0,1
122,Vural,Svincolato,Svincolato,Pisa,3,Svincolato,{C},0,1
123,Kaba,Svincolato,Svincolato,Lecce,3,Svincolato,"{M,C}",0,1
124,Belahyane,Svincolato,Svincolato,Lazio,3,Svincolato,"{M,C}",0,1
125,Miretti,FC Pontos,Diablitos FC,Juventus,3,Fanta-Prestito,"{C,T}",0,1
126,Asllani,Diaolo Porco,Sborada,Torino,3,Fanta-Prestito,"{M,C}",4,1
127,Gronbaek,Diablitos FC,Diablitos FC,Genoa,3,Indeterminato,"{W,T}",16,1
128,Messias,Svincolato,Svincolato,Genoa,3,Svincolato,"{C,W}",0,1
129,Collocolo,FC Pontos,FC Pontos,Cremonese,3,Indeterminato,"{M,C}",1,1
130,Maldini,Diablitos FC,Diablitos FC,Atalanta,3,Indeterminato,"{T,A}",13,1
131,Nicolussi Caviglia,Metodo Monchi FC,Metodo Monchi FC,Fiorentina,4,Indeterminato,"{M,C}",1,1
132,Jashari,FC Sovescio,FC Sovescio,Milan,4,Indeterminato,{C},32,1
133,Mazzitelli,Svincolato,Svincolato,Cagliari,4,Svincolato,"{M,C}",0,1
134,Niasse,Svincolato,Svincolato,Verona,4,Svincolato,"{M,C}",0,1
135,Lovric,Diaolo Porco,Diaolo Porco,Udinese,4,Indeterminato,{C},4,1
136,Ilic,FC Sovescio,FC Sovescio,Torino,4,Indeterminato,{C},10,1
137,Marin M.,Svincolato,Svincolato,Pisa,4,Svincolato,"{M,C}",0,1
138,Piccinini G.,Svincolato,Svincolato,Pisa,4,Svincolato,"{E,M}",0,1
139,Sohm,ZeroDayz FC,CyberDucks,Fiorentina,4,Fanta-Prestito,{C},2,1
140,Estevez,Svincolato,Svincolato,Parma,4,Svincolato,"{M,C}",0,1
141,Tete Morente,Svincolato,Svincolato,Lecce,4,Svincolato,{W},0,1
142,Maleh,Svincolato,Svincolato,Lecce,4,Svincolato,"{M,C}",0,1
143,Dele-Bashiru,FC Sovescio,AC Ciaccati,Lazio,4,Fanta-Prestito,"{C,T}",1,1
144,Rovella,Diaolo Porco,Diaolo Porco,Lazio,4,Indeterminato,"{M,C}",0,1
145,Carboni V.,Metodo Monchi FC,Metodo Monchi FC,Genoa,4,Primavera,"{T,A}",0,1
146,Fazzini,CyberDucks,CyberDucks,Fiorentina,4,Indeterminato,"{C,T}",0,1
147,Grassi,Svincolato,Svincolato,Cremonese,4,Svincolato,"{M,C}",0,1
148,Elmas,ZeroDayz FC,ZeroDayz FC,Napoli,5,Indeterminato,"{W,T}",9,1
149,Oristanio,Metodo Monchi FC,Metodo Monchi FC,Parma,5,Indeterminato,"{W,T,A}",0,1
150,Casadei,Sborada,Sborada,Torino,5,Indeterminato,"{C,T}",23,1
151,Gineitis,CyberDucks,CyberDucks,Torino,5,Primavera,{C},0,1
152,Tameze,Svincolato,Svincolato,Torino,5,Svincolato,"{M,C}",0,1
153,Ondrejka,Svincolato,Svincolato,Parma,4,Svincolato,"{W,A}",0,1
154,Musah,Svincolato,Svincolato,Atalanta,5,Svincolato,"{C,W}",0,1
155,Ramadani,ZeroDayz FC,ZeroDayz FC,Lecce,5,Indeterminato,"{M,C}",0,1
156,Koopmeiners,CyberDucks,CyberDucks,Juventus,5,Indeterminato,"{C,T}",55,1
157,Frattesi,Metodo Monchi FC,Metodo Monchi FC,Inter,5,Indeterminato,"{C,T}",16,1
158,Masini,Metodo Monchi FC,Metodo Monchi FC,Genoa,5,Indeterminato,"{M,C}",1,1
159,Adopo,Svincolato,Svincolato,Cagliari,5,Svincolato,"{M,C}",0,1
160,Aebischer,ZeroDayz FC,ZeroDayz FC,Pisa,5,Indeterminato,{C},5,1
161,Gagliardini,Svincolato,Svincolato,Verona,6,Svincolato,"{M,C}",0,1
162,El Shaarawy,Svincolato,Svincolato,Roma,6,Svincolato,{W},0,1
163,El Aynaoui,ZeroDayz FC,ZeroDayz FC,Roma,6,Indeterminato,"{M,C}",16,1
164,Tramoni M.,Sborada,Sborada,Pisa,6,Indeterminato,"{W,T}",10,1
165,Keita M.,CyberDucks,ZeroDayz FC,Parma,6,Fanta-Prestito,"{M,C}",1,1
166,Lobotka,Sborada,Sborada,Napoli,7,Indeterminato,"{M,C}",0,1
167,Zerbin,Svincolato,Svincolato,Cremonese,6,Svincolato,"{E,W}",0,1
168,Vecino,Svincolato,Svincolato,Lazio,6,Svincolato,"{M,C}",0,1
169,Mkhitaryan,Diaolo Porco,Diaolo Porco,Inter,6,Indeterminato,"{C,T}",11,1
170,Luis Henrique,Svincolato,Svincolato,Inter,6,Svincolato,"{E,W}",0,1
171,Fagioli,Metodo Monchi FC,Metodo Monchi FC,Fiorentina,6,Indeterminato,{C},0,1
172,Ndour,Sborada,Sborada,Fiorentina,6,Indeterminato,"{M,C}",0,1
173,Ferguson,Diablitos FC,Diablitos FC,Bologna,6,Indeterminato,"{C,T}",11,1
174,Fabbian,CyberDucks,CyberDucks,Bologna,6,Indeterminato,"{C,T}",36,1
175,Lorran,FC Pontos,FC Pontos,Pisa,7,Primavera,{T},0,1
176,Sorensen O.,Svincolato,Svincolato,Parma,7,Svincolato,{C},0,1
177,Baldanzi,FC Sovescio,FC Sovescio,Roma,7,Indeterminato,"{T,A}",0,1
178,Bondo,FC Sovescio,FC Sovescio,Cremonese,7,Indeterminato,"{M,C}",0,1
179,Frendrup,ZeroDayz FC,ZeroDayz FC,Genoa,7,Indeterminato,"{M,C}",17,1
180,Baturina,ZeroDayz FC,ZeroDayz FC,Como,7,Indeterminato,{T},33,1
181,Prati,Diaolo Porco,Diaolo Porco,Cagliari,7,Indeterminato,"{M,C}",0,1
182,Deiola,Svincolato,Svincolato,Cagliari,7,Svincolato,"{M,C}",0,1
183,Bernardeschi,Diablitos FC,Diablitos FC,Bologna,6,Indeterminato,"{W,A}",1,1
184,Freuler,CyberDucks,CyberDucks,Bologna,7,Indeterminato,"{M,C}",7,1
185,Brescianini,Baby Reijnders,Baby Reijnders,Atalanta,7,Indeterminato,"{C,T}",0,1
186,De Roon,Sborada,Sborada,Atalanta,7,Indeterminato,"{M,C}",11,1
187,Rowe,Diablitos FC,Diablitos FC,Bologna,8,Indeterminato,"{W,T}",35,1
188,Bailey,AC Ciaccati,AC Ciaccati,Roma,5,Indeterminato,"{W,A}",25,1
189,Gilmour,Svincolato,Svincolato,Napoli,8,Svincolato,"{M,C}",0,1
190,Pierotti,AC Ciaccati,AC Ciaccati,Lecce,8,Indeterminato,"{W,A}",1,1
191,Piotrowski,Svincolato,Svincolato,Udinese,9,Svincolato,{C},0,1
192,Bernede,Svincolato,Svincolato,Verona,9,Svincolato,{C},0,1
193,Ekkelenkamp,AC Ciaccati,AC Ciaccati,Udinese,9,Indeterminato,"{C,T}",2,1
194,Payero,Svincolato,Svincolato,Cremonese,9,Svincolato,{C},0,1
195,Karlstrom,AC Ciaccati,AC Ciaccati,Udinese,9,Indeterminato,"{M,C}",1,1
196,Leris,Svincolato,Svincolato,Pisa,9,Svincolato,{W},0,1
197,Akinsanmiro,Svincolato,Svincolato,Pisa,9,Svincolato,"{C,T}",0,1
198,McKennie,Diablitos FC,Diablitos FC,Juventus,9,Indeterminato,"{M,C}",1,1
199,Moro N.,Svincolato,Svincolato,Bologna,9,Svincolato,"{M,C}",0,1
200,Ederson D.S.,Svincolato,Svincolato,Atalanta,9,Svincolato,"{M,C}",0,1
201,Zhegrova,Diablitos FC,Diablitos FC,Juventus,10,Indeterminato,{W},50,1
202,Thorstvedt,AC Ciaccati,AC Ciaccati,Sassuolo,10,Indeterminato,"{C,T}",15,1
203,Tourè I.,ZeroDayz FC,ZeroDayz FC,Pisa,10,Indeterminato,"{E,M}",1,1
204,Politano,Diaolo Porco,Diaolo Porco,Napoli,11,Indeterminato,{W},25,1
205,Ellertsson,AC Ciaccati,AC Ciaccati,Genoa,10,Indeterminato,"{C,W}",1,1
206,Da Cunha,AC Ciaccati,AC Ciaccati,Como,10,Indeterminato,"{C,W,T}",14,1
207,Caqueret,Diaolo Porco,Diaolo Porco,Como,10,Indeterminato,"{C,T}",6,1
208,Folorunsho,Sborada,Sborada,Cagliari,10,Indeterminato,"{C,T}",4,1
209,Matic,Svincolato,Svincolato,Sassuolo,11,Svincolato,"{M,C}",0,1
210,Fadera,Svincolato,Svincolato,Sassuolo,11,Svincolato,{W},0,1
211,Fofana Y.,CyberDucks,CyberDucks,Milan,11,Indeterminato,"{M,C}",12,1
212,Kostic,Baby Reijnders,Baby Reijnders,Juventus,11,Indeterminato,"{E,W}",1,1
213,Malinovskyi,Svincolato,Svincolato,Genoa,11,Svincolato,"{C,T}",0,1
214,Sottil,Svincolato,Svincolato,Lecce,11,Svincolato,"{W,A}",0,1
215,Cristante,Diaolo Porco,Sborada,Roma,12,Fanta-Prestito,"{M,C}",1,1
216,Cataldi,Diaolo Porco,Diaolo Porco,Lazio,12,Indeterminato,"{M,C}",1,1
217,Locatelli,Baby Reijnders,Baby Reijnders,Juventus,12,Indeterminato,"{M,C}",3,1
218,Pobega,Svincolato,Svincolato,Bologna,12,Svincolato,"{M,C}",0,1
219,Pasalic,ZeroDayz FC,ZeroDayz FC,Atalanta,12,Indeterminato,"{C,T}",25,1
220,Serdar,Svincolato,Svincolato,Verona,13,Svincolato,{C},0,1
221,Loftus-Cheek,Sborada,Sborada,Milan,13,Indeterminato,"{C,T}",41,1
222,Coulibaly L.,Svincolato,Svincolato,Lecce,13,Svincolato,"{M,C}",0,1
223,Guendouzi,Metodo Monchi FC,Metodo Monchi FC,Lazio,13,Indeterminato,{C},8,1
224,Thuram K.,Baby Reijnders,Baby Reijnders,Juventus,13,Indeterminato,"{M,C}",20,1
225,Sucic P.,Diablitos FC,Diablitos FC,Inter,13,Indeterminato,{C},21,1
226,Zalewski,Baby Reijnders,Baby Reijnders,Atalanta,13,Indeterminato,"{E,W}",23,1
227,Thorsby,Svincolato,Svincolato,Genoa,13,Svincolato,"{C,T}",0,1
228,Felici,Svincolato,Svincolato,Cagliari,13,Svincolato,{W},0,1
229,Volpato,Svincolato,Svincolato,Sassuolo,14,Svincolato,"{W,T}",0,1
230,Ricci S.,FC Pontos,FC Pontos,Milan,13,Indeterminato,"{M,C}",17,1
231,Isaksen,Diaolo Porco,Diaolo Porco,Lazio,14,Indeterminato,"{W,A}",1,1
232,Basic,Svincolato,Svincolato,Lazio,14,Svincolato,{C},0,1
233,Zielinski,FC Pontos,FC Pontos,Inter,14,Indeterminato,"{C,T}",12,1
234,Gudmundsson A.,Diablitos FC,Diablitos FC,Fiorentina,14,Indeterminato,"{T,A}",72,1
235,Vandeputte,FC Pontos,FC Pontos,Cremonese,14,Indeterminato,"{W,T}",1,1
236,Perrone,Sborada,Sborada,Como,14,Indeterminato,"{M,C}",20,1
237,Gaetano,Baby Reijnders,Baby Reijnders,Cagliari,14,Indeterminato,{T},2,1
238,Samardzic,ZeroDayz FC,ZeroDayz FC,Atalanta,14,Indeterminato,{T},15,1
239,Berisha M.,Svincolato,Svincolato,Lecce,15,Svincolato,"{C,T}",0,1
240,Vazquez,Svincolato,Svincolato,Cremonese,15,Svincolato,"{T,A}",0,1
241,Atta,Baby Reijnders,Baby Reijnders,Udinese,16,Indeterminato,{C},12,1
242,Konè I.,Diablitos FC,Diablitos FC,Sassuolo,17,Indeterminato,"{M,C}",1,1
243,Pellegrini Lo.,FC Sovescio,FC Sovescio,Roma,16,Indeterminato,"{C,T}",0,1
244,Konè M.,AC Ciaccati,AC Ciaccati,Roma,16,Indeterminato,"{M,C}",18,1
245,Bernabè,Metodo Monchi FC,Metodo Monchi FC,Parma,16,Indeterminato,{C},28,1
246,Neres,FC Pontos,FC Pontos,Napoli,17,Indeterminato,"{W,A}",30,1
247,Conceicao,AC Ciaccati,AC Ciaccati,Juventus,16,Indeterminato,"{W,A}",3,1
248,Vlasic,ZeroDayz FC,ZeroDayz FC,Torino,18,Indeterminato,{T},1,1
249,Zaccagni,ZeroDayz FC,ZeroDayz FC,Lazio,18,Indeterminato,"{W,A}",79,1
250,Mandragora,FC Pontos,FC Pontos,Fiorentina,18,Indeterminato,"{M,C}",6,1
251,Rabiot,AC Ciaccati,AC Ciaccati,Milan,19,Indeterminato,"{C,T}",41,1
252,Saelemaekers,Sborada,Sborada,Milan,20,Indeterminato,"{E,W}",7,1
253,Barella,Baby Reijnders,Baby Reijnders,Inter,19,Indeterminato,{C},51,1
254,Odgaard,AC Ciaccati,AC Ciaccati,Bologna,19,Indeterminato,"{T,A}",3,1
255,Zaniolo,Metodo Monchi FC,Metodo Monchi FC,Udinese,19,Indeterminato,"{T,A}",23,1
256,Modric,FC Sovescio,FC Sovescio,Milan,20,Indeterminato,{C},9,1
257,Zambo Anguissa,FC Pontos,FC Pontos,Napoli,22,Indeterminato,"{M,C}",27,1
258,McTominay,CyberDucks,CyberDucks,Napoli,22,Indeterminato,"{C,T}",25,1
259,De Bruyne,Baby Reijnders,Baby Reijnders,Napoli,22,Indeterminato,{T},49,1
260,Orsolini,Baby Reijnders,Baby Reijnders,Bologna,26,Indeterminato,"{W,A}",67,1
261,Calhanoglu,Diablitos FC,Diablitos FC,Inter,29,Indeterminato,"{M,C}",65,1
262,Paz N.,FC Sovescio,FC Sovescio,Como,31,Indeterminato,"{T,A}",0,1
263,Pulisic,CyberDucks,CyberDucks,Milan,33,Indeterminato,"{T,A}",80,1
264,Palacios T.,Svincolato,Svincolato,Inter,1,Svincolato,{Dc},0,1
265,Zè Pedro,Svincolato,Svincolato,Cagliari,1,Svincolato,{Dc},0,1
266,Odogu,Baby Reijnders,Baby Reijnders,Milan,1,Primavera,{Dc},0,1
267,Lamptey,Svincolato,Svincolato,Fiorentina,1,Svincolato,"{Dd,Ds,E}",0,1
268,Siebert,Svincolato,Svincolato,Lecce,1,Svincolato,{Dc},0,1
269,Kouadio,Svincolato,Svincolato,Fiorentina,1,Svincolato,{Dc},0,1
270,Denoon,Svincolato,Svincolato,Pisa,1,Svincolato,{Dc},0,1
271,Oyegoke,Svincolato,Svincolato,Verona,1,Svincolato,"{B,Dd,E}",0,1
272,Ebosse,Svincolato,Svincolato,Verona,1,Svincolato,"{Ds,Dc}",0,1
273,Slotsager,Svincolato,Svincolato,Verona,1,Svincolato,{Dc},0,1
274,Palma,Diablitos FC,Diablitos FC,Udinese,1,Primavera,{Dc},0,1
275,Dembelè A.,Svincolato,Svincolato,Torino,1,Svincolato,"{Dd,E}",0,1
276,Schuurs,FC Sovescio,FC Sovescio,Torino,1,Indeterminato,{Dc},2,1
277,Pieragnolo,Svincolato,Svincolato,Sassuolo,1,Svincolato,"{Ds,E}",0,1
278,Paz Y.,Svincolato,Svincolato,Sassuolo,1,Svincolato,"{Dd,E}",0,1
279,Romagna,Svincolato,Svincolato,Sassuolo,1,Svincolato,{Dc},0,1
280,Odenthal,Svincolato,Svincolato,Sassuolo,1,Svincolato,{Dc},0,1
281,Esteves T.,Svincolato,Svincolato,Pisa,1,Svincolato,"{Dd,E}",0,1
282,Mbambi,Svincolato,Svincolato,Pisa,1,Svincolato,{Dc},0,1
283,Coppola F.,Svincolato,Svincolato,Pisa,1,Svincolato,{Dc},0,1
284,Mazzocchi,Svincolato,Svincolato,Napoli,1,Svincolato,"{Dd,Ds,E}",0,1
285,Marianucci,Metodo Monchi FC,Metodo Monchi FC,Napoli,1,Primavera,{Dc},0,1
286,Kouassi,Svincolato,Svincolato,Lecce,2,Svincolato,"{Dd,Dc}",0,1
287,Perez M.,Svincolato,Svincolato,Lecce,1,Svincolato,"{Dd,Dc}",0,1
288,Jean,Svincolato,Svincolato,Lecce,1,Svincolato,{Dc},0,1
289,Hysaj,Svincolato,Svincolato,Lazio,1,Svincolato,"{Dd,Ds,E}",0,1
290,Gigot,Svincolato,Svincolato,Lazio,1,Svincolato,{Dc},0,1
291,Rouhi,Svincolato,Svincolato,Juventus,1,Svincolato,"{Ds,E}",0,1
292,Darmian,Svincolato,Svincolato,Inter,1,Svincolato,"{B,Dd,E}",0,1
293,Sabelli,Sborada,Diaolo Porco,Genoa,1,Fanta-Prestito,"{Dd,Ds,E}",1,1
294,Goldaniga,Svincolato,Svincolato,Como,1,Svincolato,{Dc},0,1
295,Dossena,Svincolato,Svincolato,Como,1,Svincolato,{Dc},0,1
296,Coulibaly W.,Svincolato,Svincolato,Sassuolo,2,Svincolato,"{Dd,Ds,E}",0,1
297,Tsimikas,Svincolato,Svincolato,Roma,2,Svincolato,"{Ds,E}",0,1
298,Troilo,Metodo Monchi FC,Diablitos FC,Parma,2,Fanta-Prestito,{Dc},1,1
299,Cham,Svincolato,Svincolato,Verona,2,Svincolato,"{Dd,Ds,E}",0,1
300,Ndiaye,Svincolato,Svincolato,Parma,2,Svincolato,{Dc},0,1
301,Ghilardi,CyberDucks,CyberDucks,Roma,2,Indeterminato,{Dc},6,1
