id,giocatore,squadra_vincente,ultima_offerta,tempo_fine_asta,tempo_fine_mostra_interesse,stato,partecipanti,gia_elaborata
1,234,Metodo Monchi FC,33,2026-01-16 19:24:18.890314+00:00,,in_corso,"['Metodo Monchi FC', 'AC Ciaccati', 'Diaolo Porco', 'FC Pontos', 'Sborada', 'ZeroDayz FC']",False
