id,Giocatore_Supa,Giocatore_TM,detentore_cartellino,Club_Supa,Club_TM,name_clean,nome_clean
173,Luis Henrique,Luis Henrique,Diaolo Porco,Inter,Football Club Internazionale Milano S.p.A.,luis henrique,luis henrique
191,Adopo,Michel Adopo,Svincolato,Cagliari,Cagliari Calcio,michel adopo,adopo
163,Gandelman,Omri Gandelman,Metodo Monchi FC,Lecce,Unione Sportiva Lecce,omri gandelman,gandelman
165,Baldanzi,Tommaso Baldanzi,FC Sovescio,Genoa,Genoa Cricket and Football Club,tommaso baldanzi,baldanzi
196,Frendrup,Morten Frendrup,ZeroDayz FC,Genoa,Genoa Cricket and Football Club,morten frendrup,frendrup
174,Ndour,Cher Ndour,Sborada,Fiorentina,Associazione Calcio Fiorentina,cher ndour,ndour
164,Mazzitelli,Luca Mazzitelli,Svincolato,Cagliari,Cagliari Calcio,luca mazzitelli,mazzitelli
179,Brescianini,Marco Brescianini,Baby Reijnders,Fiorentina,Associazione Calcio Fiorentina,marco brescianini,brescianini
184,Keita M.,Mandela Keita,ZeroDayz FC,Parma,Parma Calcio 1913,mandela keita,keita m.
176,Bernardeschi,Federico Bernardeschi,Diablitos FC,Bologna,Bologna Football Club 1909,federico bernardeschi,bernardeschi
172,Mkhitaryan,Henrikh Mkhitaryan,Diaolo Porco,Inter,Football Club Internazionale Milano S.p.A.,henrikh mkhitaryan,mkhitaryan
306,Nkounkou,Niels Nkounkou,Svincolato,Torino,Torino Calcio,niels nkounkou,nkounkou
340,Nelsson,Victor Nelsson,ZeroDayz FC,Verona,Verona Hellas Football Club,victor nelsson,nelsson
393,Ranieri L.,Luca Ranieri,Diablitos FC,Fiorentina,Associazione Calcio Fiorentina,luca ranieri,ranieri l.
108,Adzic,Vasilije Adžić,Metodo Monchi FC,Juventus,Juventus Football Club,vasilije adzic,adzic
140,Ilic,Ivan Ilić,FC Sovescio,Torino,Torino Calcio,ivan ilic,ilic
138,Al-Musrati,Moatasem Al-Musrati,Svincolato,Verona,Verona Hellas Football Club,moatasem al-musrati,al-musrati
156,Marin M.,Marius Marin,Svincolato,Pisa,Pisa Sporting Club,marius marin,marin m.
148,Rovella,Nicolò Rovella,Diaolo Porco,Lazio,Società Sportiva Lazio S.p.A.,nicolo rovella,rovella
126,Lovric,Sandi Lovrić,Diaolo Porco,Verona,Verona Hellas Football Club,sandi lovric,lovric
142,Iannoni,Edoardo Iannoni,Svincolato,Sassuolo,Unione Sportiva Sassuolo Calcio,edoardo iannoni,iannoni
135,Fazzini,Jacopo Fazzini,CyberDucks,Fiorentina,Associazione Calcio Fiorentina,jacopo fazzini,fazzini
139,Jashari,Ardon Jashari,FC Sovescio,Milan,Associazione Calcio Milan,ardon jashari,jashari
144,Piccinini G.,Gabriele Piccinini,Svincolato,Pisa,Pisa Sporting Club,gabriele piccinini,piccinini g.
145,Sohm,Simon Sohm,CyberDucks,Bologna,Bologna Football Club 1909,simon sohm,sohm
159,Koopmeiners,Teun Koopmeiners,CyberDucks,Juventus,Juventus Football Club,teun koopmeiners,koopmeiners
149,Frattesi,Davide Frattesi,Metodo Monchi FC,Inter,Football Club Internazionale Milano S.p.A.,davide frattesi,frattesi
146,Estevez,Nahuel Estévez,Svincolato,Parma,Parma Calcio 1913,nahuel estevez,estevez
129,Maleh,Youssef Maleh,Svincolato,Cremonese,Unione Sportiva Cremonese S.p.A.,youssef maleh,maleh
160,Masini,Patrizio Masini,Metodo Monchi FC,Genoa,Genoa Cricket and Football Club,patrizio masini,masini
150,Grassi,Alberto Grassi,Svincolato,Cremonese,Unione Sportiva Cremonese S.p.A.,alberto grassi,grassi
220,Serdar,Suat Serdar,Svincolato,Verona,Verona Hellas Football Club,suat serdar,serdar
136,Elmas,Eljif Elmas,ZeroDayz FC,Napoli,Società Sportiva Calcio Napoli,eljif elmas,elmas
125,Miller L.,Lennon Miller,Sborada,Udinese,Udinese Calcio,lennon miller,miller l.
141,Gineitis,Gvidas Gineitis,CyberDucks,Torino,Torino Calcio,gvidas gineitis,gineitis
158,Ramadani,Ylber Ramadani,ZeroDayz FC,Lecce,Unione Sportiva Lecce,ylber ramadani,ramadani
216,Kostic,Filip Kostić,Baby Reijnders,Juventus,Juventus Football Club,filip kostic,kostic
208,Fofana Y.,Youssouf Fofana,CyberDucks,Milan,Associazione Calcio Milan,youssouf fofana,fofana y.
151,Maldini,Daniel Maldini,Diablitos FC,Lazio,Società Sportiva Lazio S.p.A.,daniel maldini,maldini
239,Vandeputte,Jari Vandeputte,FC Pontos,Cremonese,Unione Sportiva Cremonese S.p.A.,jari vandeputte,vandeputte
214,Politano,Matteo Politano,Diaolo Porco,Napoli,Società Sportiva Calcio Napoli,matteo politano,politano
205,Ederson D.S.,Éderson,FC Sovescio,Atalanta,Atalanta Bergamasca Calcio S.p.a.,ederson,ederson d.s.
213,Ekkelenkamp,Jurgen Ekkelenkamp,AC Ciaccati,Udinese,Udinese Calcio,jurgen ekkelenkamp,ekkelenkamp
143,Pisilli,Niccolò Pisilli,FC Sovescio,Roma,Associazione Sportiva Roma,niccolo pisilli,pisilli
55,Durosinmi,Rafiu Durosinmi,Svincolato,Pisa,Pisa Sporting Club,rafiu durosinmi,durosinmi
68,Cambiaghi,Nicolò Cambiaghi,Metodo Monchi FC,Bologna,Bologna Football Club 1909,nicolo cambiaghi,cambiaghi
69,Orban G.,Gift Orban,Sborada,Verona,Verona Hellas Football Club,gift orban,orban g.
60,Lukaku,Romelu Lukaku,CyberDucks,Napoli,Società Sportiva Calcio Napoli,romelu lukaku,lukaku
731,Raspadori,Giacomo Raspadori,CyberDucks,Atalanta,Atalanta Bergamasca Calcio S.p.a.,giacomo raspadori,raspadori
76,Vardy,Jamie Vardy,ZeroDayz FC,Cremonese,Unione Sportiva Cremonese S.p.A.,jamie vardy,vardy
57,Pinamonti,Andrea Pinamonti,FC Pontos,Sassuolo,Unione Sportiva Sassuolo Calcio,andrea pinamonti,pinamonti
59,Moreo,Stefano Moreo,Svincolato,Pisa,Pisa Sporting Club,stefano moreo,moreo
64,De Ketelaere,Charles De Ketelaere,Metodo Monchi FC,Atalanta,Atalanta Bergamasca Calcio S.p.a.,charles de ketelaere,de ketelaere
73,Pellegrino M.,Mateo Pellegrino,Sborada,Parma,Parma Calcio 1913,mateo pellegrino,pellegrino m.
74,Simeone,Giovanni Simeone,Diaolo Porco,Torino,Torino Calcio,giovanni simeone,simeone
63,Esposito F.P.,Pio Esposito,Sborada,Inter,Football Club Internazionale Milano S.p.A.,pio esposito,esposito f.p.
75,Bonazzoli,Federico Bonazzoli,Svincolato,Cremonese,Unione Sportiva Cremonese S.p.A.,federico bonazzoli,bonazzoli
872,Malen,Donyell Malen,Sborada,Roma,Associazione Sportiva Roma,donyell malen,malen
78,Berardi,Domenico Berardi,Metodo Monchi FC,Sassuolo,Unione Sportiva Sassuolo Calcio,domenico berardi,berardi
86,Yildiz,Kenan Yıldız,Diablitos FC,Juventus,Juventus Football Club,kenan yildiz,yildiz
871,Fofana Sa.,Sadik Fofana,Svincolato,Lecce,Unione Sportiva Lecce,sadik fofana,fofana sa.
94,Marchwinski,Filip Marchwinski,Svincolato,Lecce,Unione Sportiva Lecce,filip marchwinski,marchwinski
116,Helgason,Thórir Jóhann Helgason,Svincolato,Lecce,Unione Sportiva Lecce,thorir johann helgason,helgason
118,Sabiri,Abdelhamid Sabiri,Svincolato,Fiorentina,Associazione Calcio Fiorentina,abdelhamid sabiri,sabiri
120,Collocolo,Michele Collocolo,FC Pontos,Cremonese,Unione Sportiva Cremonese S.p.A.,michele collocolo,collocolo
100,Sulemana I.,Ibrahim Sulemana,Svincolato,Cagliari,Cagliari Calcio,ibrahim sulemana,sulemana i.
137,Nicolussi Caviglia,Hans Nicolussi Caviglia,Metodo Monchi FC,Parma,Parma Calcio 1913,hans nicolussi caviglia,nicolussi caviglia
240,Gaetano,Gianluca Gaetano,Baby Reijnders,Cagliari,Cagliari Calcio,gianluca gaetano,gaetano
242,Zalewski,Nicola Zalewski,Baby Reijnders,Atalanta,Atalanta Bergamasca Calcio S.p.a.,nicola zalewski,zalewski
134,Messias,Junior Messias,Svincolato,Genoa,Genoa Cricket and Football Club,junior messias,messias
189,Baturina,Martin Baturina,ZeroDayz FC,Como,Calcio Como,martin baturina,baturina
322,Casale,Nicolò Casale,Svincolato,Bologna,Bologna Football Club 1909,nicolo casale,casale
352,Floriani Mussolini,Romano Floriani Mussolini,Svincolato,Cremonese,Unione Sportiva Cremonese S.p.A.,romano floriani mussolini,floriani mussolini
373,Tavares N.,Nuno Tavares,Sborada,Lazio,Società Sportiva Lazio S.p.A.,nuno tavares,tavares n.
358,Rensch,Devyne Rensch,FC Sovescio,Roma,Associazione Sportiva Roma,devyne rensch,rensch
61,Ferguson E.,Evan Ferguson,AC Ciaccati,Roma,Associazione Sportiva Roma,evan ferguson,ferguson e.
47,Cancellieri,Matteo Cancellieri,ZeroDayz FC,Lazio,Società Sportiva Lazio S.p.A.,matteo cancellieri,cancellieri
65,Giovane,Giovane,Metodo Monchi FC,Napoli,Società Sportiva Calcio Napoli,giovane,giovane
43,Colombo,Lorenzo Colombo,FC Sovescio,Genoa,Genoa Cricket and Football Club,lorenzo colombo,colombo
66,Adams C.,Ché Adams,FC Sovescio,Torino,Torino Calcio,che adams,adams c.
62,Vlahovic,Dušan Vlahović,AC Ciaccati,Juventus,Juventus Football Club,dusan vlahovic,vlahovic
81,Castro S.,Santiago Castro,Diablitos FC,Bologna,Bologna Football Club 1909,santiago castro,castro s.
51,Nkunku,Christopher Nkunku,FC Sovescio,Milan,Associazione Calcio Milan,christopher nkunku,nkunku
82,Soulè,Matías Soulé,Metodo Monchi FC,Roma,Associazione Sportiva Roma,matias soule,soule
84,Leao,Rafael Leão,Diaolo Porco,Milan,Associazione Calcio Milan,rafael leao,leao
53,Bonny,Ange-Yoan Bonny,AC Ciaccati,Inter,Football Club Internazionale Milano S.p.A.,ange-yoan bonny,bonny
67,Esposito Se.,Sebastiano Esposito,ZeroDayz FC,Cagliari,Cagliari Calcio,sebastiano esposito,esposito se.
77,Scamacca,Gianluca Scamacca,Diablitos FC,Atalanta,Atalanta Bergamasca Calcio S.p.a.,gianluca scamacca,scamacca
80,Davis K.,Keinan Davis,AC Ciaccati,Udinese,Udinese Calcio,keinan davis,davis k.
79,Douvikas,Anastasios Douvikas,Diablitos FC,Como,Calcio Como,anastasios douvikas,douvikas
83,Hojlund,Rasmus Højlund,AC Ciaccati,Napoli,Società Sportiva Calcio Napoli,rasmus hojlund,hojlund
85,Thuram,Marcus Thuram,ZeroDayz FC,Inter,Football Club Internazionale Milano S.p.A.,marcus thuram,thuram
87,Martinez L.,Lautaro Martínez,FC Sovescio,Inter,Football Club Internazionale Milano S.p.A.,lautaro martinez,martinez l.
88,Cremaschi,Benja Cremaschi,Svincolato,Parma,Parma Calcio 1913,benja cremaschi,cremaschi
89,Cornet,Maxwel Cornet,Svincolato,Genoa,Genoa Cricket and Football Club,maxwel cornet,cornet
153,Niasse,Cheikh Niasse,Svincolato,Verona,Verona Hellas Football Club,cheikh niasse,niasse
112,Anjorin,Tino Anjorin,Svincolato,Torino,Torino Calcio,tino anjorin,anjorin
114,Boloca,Daniel Boloca,Svincolato,Sassuolo,Unione Sportiva Sassuolo Calcio,daniel boloca,boloca
111,Zarraga,Oier Zarraga,Svincolato,Udinese,Udinese Calcio,oier zarraga,zarraga
115,Hojholt,Malthe Højholt,Svincolato,Pisa,Pisa Sporting Club,malthe hojholt,hojholt
868,Ngom,Oumar Ngom,Svincolato,Lecce,Unione Sportiva Lecce,oumar ngom,ngom
128,Ordonez C.,Christian Ordóñez,Metodo Monchi FC,Parma,Parma Calcio 1913,christian ordonez,ordonez c.
107,Ilkhan,Emirhan İlkhan,Svincolato,Torino,Torino Calcio,emirhan ilkhan,ilkhan
251,Conceicao,Francisco Conceição,AC Ciaccati,Juventus,Juventus Football Club,francisco conceicao,conceicao
336,De Silvestri,Lorenzo De Silvestri,Svincolato,Bologna,Bologna Football Club 1909,lorenzo de silvestri,de silvestri
310,Ghilardi,Daniele Ghilardi,CyberDucks,Roma,Associazione Sportiva Roma,daniele ghilardi,ghilardi
71,Kean,Moise Kean,Diaolo Porco,Fiorentina,Associazione Calcio Fiorentina,moise kean,kean
72,Laurientè,Armand Laurienté,CyberDucks,Sassuolo,Unione Sportiva Sassuolo Calcio,armand lauriente,lauriente
70,Krstovic,Nikola Krstović,Metodo Monchi FC,Atalanta,Atalanta Bergamasca Calcio S.p.a.,nikola krstovic,krstovic
101,Onana J.,Jean Onana,Svincolato,Genoa,Genoa Cricket and Football Club,jean onana,onana j.
102,Stengs,Calvin Stengs,Svincolato,Pisa,Pisa Sporting Club,calvin stengs,stengs
104,Sala A.,Álex Sala,Svincolato,Lecce,Unione Sportiva Lecce,alex sala,sala a.
99,Liteta,Joseph Liteta,Svincolato,Cagliari,Cagliari Calcio,joseph liteta,liteta
96,Venturino,Lorenzo Venturino,Svincolato,Roma,Associazione Sportiva Roma,lorenzo venturino,venturino
127,Vural,İsak Vural,Svincolato,Pisa,Pisa Sporting Club,isak vural,vural
121,Sergi Roberto,Sergi Roberto,Svincolato,Como,Calcio Como,sergi roberto,sergi roberto
122,Akpa Akpro,Jean-Daniel Akpa Akpro,Svincolato,Verona,Verona Hellas Football Club,jean-daniel akpa akpro,akpa akpro
113,Lipani,Luca Lipani,Baby Reijnders,Sassuolo,Unione Sportiva Sassuolo Calcio,luca lipani,lipani
105,Diouf,Andy Diouf,Sborada,Inter,Football Club Internazionale Milano S.p.A.,andy diouf,diouf
90,Vergara,Antonio Vergara,FC Sovescio,Napoli,Società Sportiva Calcio Napoli,antonio vergara,vergara
250,Zaccagni,Mattia Zaccagni,ZeroDayz FC,Lazio,Società Sportiva Lazio S.p.A.,mattia zaccagni,zaccagni
229,Thuram K.,Khéphren Thuram,Baby Reijnders,Juventus,Juventus Football Club,khephren thuram,thuram k.
330,Estupinan,Pervis Estupiñán,Diablitos FC,Milan,Associazione Calcio Milan,pervis estupinan,estupinan
342,Valentini N.,Nicolás Valentini,Sborada,Verona,Verona Hellas Football Club,nicolas valentini,valentini n.
381,Ahanor,Honest Ahanor,CyberDucks,Atalanta,Atalanta Bergamasca Calcio S.p.a.,honest ahanor,ahanor
413,Cuadrado,Juan Cuadrado,Svincolato,Pisa,Pisa Sporting Club,juan cuadrado,cuadrado
356,Bertola,Nicolò Bertola,FC Pontos,Udinese,Udinese Calcio,nicolo bertola,bertola
372,Valenti,Lautaro Valenti,Svincolato,Parma,Parma Calcio 1913,lautaro valenti,valenti
349,De Winter,Koni De Winter,Sborada,Milan,Associazione Calcio Milan,koni de winter,de winter
744,Raimondo,Antonio Raimondo,Svincolato,Venezia,Venezia FC,antonio raimondo,raimondo
58,Dovbyk,Artem Dovbyk,Sborada,Roma,Associazione Sportiva Roma,artem dovbyk,dovbyk
154,Tameze,Adrien Tamèze,Svincolato,Torino,Torino Calcio,adrien tameze,tameze
93,Suslov,Tomas Suslov,Svincolato,Verona,Verona Hellas Football Club,tomas suslov,suslov
186,Gilmour,Billy Gilmour,Svincolato,Napoli,Società Sportiva Calcio Napoli,billy gilmour,gilmour
269,Pulisic,Christian Pulisic,CyberDucks,Milan,Associazione Calcio Milan,christian pulisic,pulisic
328,Biraghi,Cristiano Biraghi,Diaolo Porco,Torino,Torino Calcio,cristiano biraghi,biraghi
359,Canestrelli,Simone Canestrelli,Sborada,Pisa,Pisa Sporting Club,simone canestrelli,canestrelli
382,Djimsiti,Berat Djimsiti,ZeroDayz FC,Atalanta,Atalanta Bergamasca Calcio S.p.a.,berat djimsiti,djimsiti
570,Dellavalle,Alessandro Dellavalle,Svincolato,Torino,Torino Calcio,alessandro dellavalle,dellavalle
563,Burnete,Rareș Burnete,Svincolato,Lecce,Unione Sportiva Lecce,rares burnete,burnete
627,Bakker,Mitchel Bakker,Svincolato,Atalanta,Atalanta Bergamasca Calcio S.p.a.,mitchel bakker,bakker
608,Sansone,Nicola Sansone,Svincolato,Lecce,Unione Sportiva Lecce,nicola sansone,sansone
812,Cerri,Alberto Cerri,Svincolato,Como,Calcio Como,alberto cerri,cerri
821,Rui Patricio,Rui Patrício,Svincolato,Atalanta,Atalanta Bergamasca Calcio S.p.a.,rui patricio,rui patricio
662,Gyasi,Emmanuel Gyasi,Svincolato,Empoli,FC Empoli,emmanuel gyasi,gyasi
598,Berardi A.,Alessandro Berardi,Svincolato,Verona,Verona Hellas Football Club,alessandro berardi,berardi a.
106,Fini,Seydou Fini,Svincolato,Genoa,Genoa Cricket and Football Club,seydou fini,fini
36,Rodriguez Je.,Jesús Rodríguez,Diablitos FC,Como,Calcio Como,jesus rodriguez,rodriguez je.
223,Leris,Mehdi Léris,Svincolato,Pisa,Pisa Sporting Club,mehdi leris,leris
456,Holm,Emil Holm,CyberDucks,Juventus,Juventus Football Club,emil holm,holm
449,Celik,Zeki Çelik,AC Ciaccati,Roma,Associazione Sportiva Roma,zeki celik,celik
441,Scalvini,Giorgio Scalvini,Metodo Monchi FC,Atalanta,Atalanta Bergamasca Calcio S.p.a.,giorgio scalvini,scalvini
458,Pavlovic,Strahinja Pavlović,Baby Reijnders,Milan,Associazione Calcio Milan,strahinja pavlovic,pavlovic
427,Bremer,Bremer,AC Ciaccati,Juventus,Juventus Football Club,bremer,bremer
463,Sherri,Alen Sherri,Svincolato,Cagliari,Cagliari Calcio,alen sherri,sherri
701,Crnigoj,Domen Crnigoj,Svincolato,Venezia,Venezia FC,domen crnigoj,crnigoj
580,Boer,Pietro Boer,Svincolato,Roma,Associazione Sportiva Roma,pietro boer,boer
804,Azon,Iván Azón,Svincolato,Como,Calcio Como,ivan azon,azon
593,Mota,Dany Mota,Svincolato,Monza,AC Monza,dany mota,mota
846,Cruz,Juan Manuel Cruz,Svincolato,Verona,Verona Hellas Football Club,juan manuel cruz,cruz
728,Piana,Edoardo Piana,Svincolato,Udinese,Udinese Calcio,edoardo piana,piana
584,Ebuehi,Tyronne Ebuehi,Svincolato,Empoli,FC Empoli,tyronne ebuehi,ebuehi
610,Pedrola,Estanis Pedrola,Svincolato,Bologna,Bologna Football Club 1909,estanis pedrola,pedrola
681,Busio,Gianluca Busio,Svincolato,Venezia,Venezia FC,gianluca busio,busio
682,Stankovic F.,Filip Stanković,Svincolato,Venezia,Venezia FC,filip stankovic,stankovic f.
9,Pavoletti,Leonardo Pavoletti,Svincolato,Cagliari,Cagliari Calcio,leonardo pavoletti,pavoletti
52,Nzola,M'Bala Nzola,Svincolato,Sassuolo,Unione Sportiva Sassuolo Calcio,m'bala nzola,nzola
32,Ekhator,Jeff Ekhator,Svincolato,Genoa,Genoa Cricket and Football Club,jeff ekhator,ekhator
8,Okereke,David Okereke,Svincolato,Cremonese,Unione Sportiva Cremonese S.p.A.,david okereke,okereke
40,Banda,Lameck Banda,FC Pontos,Lecce,Unione Sportiva Lecce,lameck banda,banda
16,Djuric,Milan Djuric,Baby Reijnders,Cremonese,Unione Sportiva Cremonese S.p.A.,milan djuric,djuric
3,Frigan,Matija Frigan,Svincolato,Parma,Parma Calcio 1913,matija frigan,frigan
7,Milik,Arkadiusz Milik,Svincolato,Juventus,Juventus Football Club,arkadiusz milik,milik
767,Martins K.,Kevin Martins,Svincolato,Monza,AC Monza,kevin martins,martins k.
654,Machin,Pepín Machín,Svincolato,Monza,AC Monza,pepin machin,machin
586,Cacciamani,Alessio Cacciamani,Svincolato,Torino,Torino Calcio,alessio cacciamani,cacciamani
814,Jankto,Jakub Jankto,Svincolato,Cagliari,Cagliari Calcio,jakub jankto,jankto
651,Viola,Nicolas Viola,Svincolato,Cagliari,Cagliari Calcio,nicolas viola,viola
576,Kone B.,Ben Lhassine Kone,Svincolato,Como,Calcio Como,ben lhassine kone,kone b.
885,Elphege,Nesta Elphege,Svincolato,Parma,Parma Calcio 1913,nesta elphege,elphege
49,Addai,Jayden Addai,ZeroDayz FC,Como,Calcio Como,jayden addai,addai
33,Dallinga,Thijs Dallinga,CyberDucks,Bologna,Bologna Football Club 1909,thijs dallinga,dallinga
529,Isaac,Isaac,Svincolato,Verona,Verona Hellas Football Club,isaac,isaac
24,Mosquera,Daniel Mosquera,Svincolato,Verona,Verona Hellas Football Club,daniel mosquera,mosquera
5,Moro L.,Luca Moro,Svincolato,Sassuolo,Unione Sportiva Sassuolo Calcio,luca moro,moro l.
882,Albarracin,Agustín Albarracín,Svincolato,Cagliari,Cagliari Calcio,agustin albarracin,albarracin
582,Mazza,Andrea Mazza,Svincolato,Monza,AC Monza,andrea mazza,mazza
321,Di Pardo,Alessandro Di Pardo,Svincolato,Cagliari,Cagliari Calcio,alessandro di pardo,di pardo
863,El Haddad,Saad El Haddad,Svincolato,Venezia,Venezia FC,saad el haddad,el haddad
784,Mulattieri,Samuele Mulattieri,Svincolato,Sassuolo,Unione Sportiva Sassuolo Calcio,samuele mulattieri,mulattieri
614,Zampano,Francesco Zampano,Svincolato,Venezia,Venezia FC,francesco zampano,zampano
733,Pafundi,Simone Pafundi,Svincolato,Udinese,Udinese Calcio,simone pafundi,pafundi
38,Openda,Loïs Openda,FC Sovescio,Juventus,Juventus Football Club,lois openda,openda
28,Buksa,Adam Buksa,Svincolato,Udinese,Udinese Calcio,adam buksa,buksa
544,Trepy,Yael Trepy,Svincolato,Cagliari,Cagliari Calcio,yael trepy,trepy
869,Vaz,Robinio Vaz,Svincolato,Roma,Associazione Sportiva Roma,robinio vaz,vaz
19,Solomon,Manor Solomon,Sborada,Fiorentina,Associazione Calcio Fiorentina,manor solomon,solomon
541,Stulic,Nikola Stulic,Svincolato,Lecce,Unione Sportiva Lecce,nikola stulic,stulic
23,Piccoli,Roberto Piccoli,CyberDucks,Fiorentina,Associazione Calcio Fiorentina,roberto piccoli,piccoli
37,Sulemana K.,Kamaldeen Sulemana,FC Pontos,Atalanta,Atalanta Bergamasca Calcio S.p.a.,kamaldeen sulemana,sulemana k.
542,Cheddira,Walid Cheddira,Svincolato,Lecce,Unione Sportiva Lecce,walid cheddira,cheddira
39,Gimenez,Santiago Gimenez,Metodo Monchi FC,Milan,Associazione Calcio Milan,santiago gimenez,gimenez
31,Ekuban,Caleb Ekuban,Svincolato,Genoa,Genoa Cricket and Football Club,caleb ekuban,ekuban
45,Dybala,Paulo Dybala,ZeroDayz FC,Roma,Associazione Sportiva Roma,paulo dybala,dybala
48,David,Jonathan David,Baby Reijnders,Juventus,Juventus Football Club,jonathan david,david
42,Vitinha O.,Vitinha,Svincolato,Genoa,Genoa Cricket and Football Club,vitinha,vitinha o.
41,Noslin,Tijjani Noslin,Svincolato,Lazio,Società Sportiva Lazio S.p.A.,tijjani noslin,noslin
22,Pedro,Pedro,Svincolato,Lazio,Società Sportiva Lazio S.p.A.,pedro,pedro
383,Britschgi,Sascha Britschgi,Svincolato,Parma,Parma Calcio 1913,sascha britschgi,britschgi
379,Folino,Francesco Folino,Svincolato,Cremonese,Unione Sportiva Cremonese S.p.A.,francesco folino,folino
410,Idrissi R.,Riyad Idrissi,Svincolato,Cagliari,Cagliari Calcio,riyad idrissi,idrissi r.
377,Parisi,Fabiano Parisi,CyberDucks,Fiorentina,Associazione Calcio Fiorentina,fabiano parisi,parisi
388,Angelino,Angeliño,AC Ciaccati,Roma,Associazione Sportiva Roma,angelino,angelino
392,Norton-Cuffy,Brooke Norton-Cuffy,Diaolo Porco,Genoa,Genoa Cricket and Football Club,brooke norton-cuffy,norton-cuffy
362,Marcandalli,Alessandro Marcandalli,Diablitos FC,Genoa,Genoa Cricket and Football Club,alessandro marcandalli,marcandalli
399,Diego Carlos,Diego Carlos,Svincolato,Como,Calcio Como,diego carlos,diego carlos
405,Marusic,Adam Marusic,FC Pontos,Lazio,Società Sportiva Lazio S.p.A.,adam marusic,marusic
406,Gila,Mario Gila,Diablitos FC,Lazio,Società Sportiva Lazio S.p.A.,mario gila,gila
403,Beukema,Sam Beukema,Diaolo Porco,Napoli,Società Sportiva Calcio Napoli,sam beukema,beukema
371,N'Dicka,Evan Ndicka,CyberDucks,Roma,Associazione Sportiva Roma,evan ndicka,n'dicka
27,Belotti,Andrea Belotti,FC Pontos,Cagliari,Cagliari Calcio,andrea belotti,belotti
538,Meister,Henrik Meister,Svincolato,Pisa,Pisa Sporting Club,henrik meister,meister
536,Morata,Álvaro Morata,Baby Reijnders,Como,Calcio Como,alvaro morata,morata
418,Zanoli,Alessandro Zanoli,FC Sovescio,Udinese,Udinese Calcio,alessandro zanoli,zanoli
407,Cabal,Juan Cabal,Metodo Monchi FC,Juventus,Juventus Football Club,juan cabal,cabal
420,Barbieri,Tommaso Barbieri,Sborada,Cremonese,Unione Sportiva Cremonese S.p.A.,tommaso barbieri,barbieri
450,Terracciano F.,Filippo Terracciano,Baby Reijnders,Cremonese,Unione Sportiva Cremonese S.p.A.,filippo terracciano,terracciano f.
437,Buongiorno,Alessandro Buongiorno,Diaolo Porco,Napoli,Società Sportiva Calcio Napoli,alessandro buongiorno,buongiorno
419,Romagnoli,Alessio Romagnoli,Metodo Monchi FC,Lazio,Società Sportiva Lazio S.p.A.,alessio romagnoli,romagnoli
421,Luperto,Sebastiano Luperto,Baby Reijnders,Cremonese,Unione Sportiva Cremonese S.p.A.,sebastiano luperto,luperto
454,Baschirotto,Federico Baschirotto,FC Pontos,Cremonese,Unione Sportiva Cremonese S.p.A.,federico baschirotto,baschirotto
438,Cambiaso,Andrea Cambiaso,Baby Reijnders,Juventus,Juventus Football Club,andrea cambiaso,cambiaso
394,Moreno Alb.,Alberto Moreno,FC Pontos,Como,Calcio Como,alberto moreno,moreno alb.
442,Belghali,Rafik Belghali,FC Pontos,Verona,Verona Hellas Football Club,rafik belghali,belghali
446,Ramon,Jacobo Ramón,Diaolo Porco,Como,Calcio Como,jacobo ramon,ramon
443,Kabasele,Christian Kabasele,Svincolato,Udinese,Udinese Calcio,christian kabasele,kabasele
435,Di Lorenzo,Giovanni Di Lorenzo,FC Pontos,Napoli,Società Sportiva Calcio Napoli,giovanni di lorenzo,di lorenzo
453,Bartesaghi,Davide Bartesaghi,FC Sovescio,Milan,Associazione Calcio Milan,davide bartesaghi,bartesaghi
408,Valle,Álex Valle,Baby Reijnders,Como,Calcio Como,alex valle,valle
445,Vojvoda,Mërgim Vojvoda,FC Sovescio,Como,Calcio Como,mergim vojvoda,vojvoda
440,Miranda J.,Juan Miranda,Diablitos FC,Bologna,Bologna Football Club 1909,juan miranda,miranda j.
415,Valeri,Emanuele Valeri,Baby Reijnders,Parma,Parma Calcio 1913,emanuele valeri,valeri
436,Rrahmani,Amir Rrahmani,AC Ciaccati,Napoli,Società Sportiva Calcio Napoli,amir rrahmani,rrahmani
426,Kelly L.,Lloyd Kelly,CyberDucks,Juventus,Juventus Football Club,lloyd kelly,kelly l.
429,Vasquez,Johan Vásquez,ZeroDayz FC,Genoa,Genoa Cricket and Football Club,johan vasquez,vasquez
430,Gosens,Robin Gosens,Metodo Monchi FC,Fiorentina,Associazione Calcio Fiorentina,robin gosens,gosens
428,Dumfries,Denzel Dumfries,Diaolo Porco,Inter,Football Club Internazionale Milano S.p.A.,denzel dumfries,dumfries
431,Akanji,Manuel Akanji,CyberDucks,Inter,Football Club Internazionale Milano S.p.A.,manuel akanji,akanji
434,Hermoso,Mario Hermoso,Diablitos FC,Roma,Associazione Sportiva Roma,mario hermoso,hermoso
444,Kalulu,Pierre Kalulu,AC Ciaccati,Juventus,Juventus Football Club,pierre kalulu,kalulu
424,Mancini,Gianluca Mancini,FC Sovescio,Roma,Associazione Sportiva Roma,gianluca mancini,mancini
439,Bisseck,Yann Bisseck,Sborada,Inter,Football Club Internazionale Milano S.p.A.,yann bisseck,bisseck
