id,nome,squadra_att,detentore_cartellino,club,quot_att_mantra,tipo_contratto,ruolo,costo,priorita
241,Mandragora,FC Pontos,FC Pontos,Fiorentina,18,Indeterminato,"{M,C}",6,1
242,Zaccagni,ZeroDayz FC,ZeroDayz FC,Lazio,18,Indeterminato,"{W,A}",79,1
243,Vlasic,ZeroDayz FC,ZeroDayz FC,Torino,18,Indeterminato,{T},1,1
244,Conceicao,AC Ciaccati,AC Ciaccati,Juventus,16,Indeterminato,"{W,A}",3,1
245,Neres,FC Pontos,FC Pontos,Napoli,17,Indeterminato,"{W,A}",30,1
246,Bernabè,Metodo Monchi FC,Metodo Monchi FC,Parma,16,Indeterminato,{C},28,1
247,Konè M.,AC Ciaccati,AC Ciaccati,Roma,16,Indeterminato,"{M,C}",18,1
248,Pellegrini Lo.,FC Sovescio,FC Sovescio,Roma,16,Indeterminato,"{C,T}",0,1
249,Konè I.,Diablitos FC,Diablitos FC,Sassuolo,17,Indeterminato,"{M,C}",1,1
250,Atta,Baby Reijnders,Baby Reijnders,Udinese,16,Indeterminato,{C},12,1
251,Vazquez,Svincolato,Svincolato,Cremonese,15,Svincolato,"{T,A}",0,1
252,Berisha M.,Svincolato,Svincolato,Lecce,15,Svincolato,"{C,T}",0,1
253,Samardzic,ZeroDayz FC,ZeroDayz FC,Atalanta,14,Indeterminato,{T},15,1
254,Gaetano,Baby Reijnders,Baby Reijnders,Cagliari,14,Indeterminato,{T},2,1
255,Perrone,Sborada,Sborada,Como,14,Indeterminato,"{M,C}",20,1
256,Lamptey,Svincolato,Svincolato,Fiorentina,1,Svincolato,"{Dd,Ds,E}",0,1
257,Odogu,Baby Reijnders,Baby Reijnders,Milan,1,Primavera,{Dc},0,1
258,Zè Pedro,Svincolato,Svincolato,Cagliari,1,Svincolato,{Dc},0,1
259,Palacios T.,Svincolato,Svincolato,Inter,1,Svincolato,{Dc},0,1
260,Pulisic,CyberDucks,CyberDucks,Milan,33,Indeterminato,"{T,A}",80,1
261,Paz N.,FC Sovescio,FC Sovescio,Como,31,Indeterminato,"{T,A}",0,1
262,Calhanoglu,Diablitos FC,Diablitos FC,Inter,29,Indeterminato,"{M,C}",65,1
263,Orsolini,Baby Reijnders,Baby Reijnders,Bologna,26,Indeterminato,"{W,A}",67,1
264,De Bruyne,Baby Reijnders,Baby Reijnders,Napoli,22,Indeterminato,{T},49,1
265,McTominay,CyberDucks,CyberDucks,Napoli,22,Indeterminato,"{C,T}",25,1
266,Zambo Anguissa,FC Pontos,FC Pontos,Napoli,22,Indeterminato,"{M,C}",27,1
267,Modric,FC Sovescio,FC Sovescio,Milan,20,Indeterminato,{C},9,1
268,Zaniolo,Metodo Monchi FC,Metodo Monchi FC,Udinese,19,Indeterminato,"{T,A}",23,1
269,Odgaard,AC Ciaccati,AC Ciaccati,Bologna,19,Indeterminato,"{T,A}",3,1
270,Barella,Baby Reijnders,Baby Reijnders,Inter,19,Indeterminato,{C},51,1
271,Saelemaekers,Sborada,Sborada,Milan,20,Indeterminato,"{E,W}",7,1
272,Coppola F.,Svincolato,Svincolato,Pisa,1,Svincolato,{Dc},0,1
273,Mbambi,Svincolato,Svincolato,Pisa,1,Svincolato,{Dc},0,1
274,Esteves T.,Svincolato,Svincolato,Pisa,1,Svincolato,"{Dd,E}",0,1
275,Odenthal,Svincolato,Svincolato,Sassuolo,1,Svincolato,{Dc},0,1
276,Romagna,Svincolato,Svincolato,Sassuolo,1,Svincolato,{Dc},0,1
277,Paz Y.,Svincolato,Svincolato,Sassuolo,1,Svincolato,"{Dd,E}",0,1
278,Pieragnolo,Svincolato,Svincolato,Sassuolo,1,Svincolato,"{Ds,E}",0,1
279,Schuurs,FC Sovescio,FC Sovescio,Torino,1,Indeterminato,{Dc},2,1
280,Dembelè A.,Svincolato,Svincolato,Torino,1,Svincolato,"{Dd,E}",0,1
281,Palma,Diablitos FC,Diablitos FC,Udinese,1,Primavera,{Dc},0,1
282,Slotsager,Svincolato,Svincolato,Verona,1,Svincolato,{Dc},0,1
283,Ebosse,Svincolato,Svincolato,Verona,1,Svincolato,"{Ds,Dc}",0,1
284,Oyegoke,Svincolato,Svincolato,Verona,1,Svincolato,"{B,Dd,E}",0,1
285,Denoon,Svincolato,Svincolato,Pisa,1,Svincolato,{Dc},0,1
286,Kouadio,Svincolato,Svincolato,Fiorentina,1,Svincolato,{Dc},0,1
287,Siebert,Svincolato,Svincolato,Lecce,1,Svincolato,{Dc},0,1
288,Troilo,Metodo Monchi FC,Diablitos FC,Parma,2,Fanta-Prestito,{Dc},1,1
289,Tsimikas,Svincolato,Svincolato,Roma,2,Svincolato,"{Ds,E}",0,1
290,Coulibaly W.,Svincolato,Svincolato,Sassuolo,2,Svincolato,"{Dd,Ds,E}",0,1
291,Dossena,Svincolato,Svincolato,Como,1,Svincolato,{Dc},0,1
292,Goldaniga,Svincolato,Svincolato,Como,1,Svincolato,{Dc},0,1
293,Sernicola,Svincolato,Svincolato,Cremonese,1,Svincolato,"{Dd,Ds,E}",0,1
294,Sabelli,Sborada,Diaolo Porco,Genoa,1,Fanta-Prestito,"{Dd,Ds,E}",1,1
295,Darmian,Svincolato,Svincolato,Inter,1,Svincolato,"{B,Dd,E}",0,1
296,Rouhi,Svincolato,Svincolato,Juventus,1,Svincolato,"{Ds,E}",0,1
297,Gigot,Svincolato,Svincolato,Lazio,1,Svincolato,{Dc},0,1
298,Hysaj,Svincolato,Svincolato,Lazio,1,Svincolato,"{Dd,Ds,E}",0,1
299,Jean,Svincolato,Svincolato,Lecce,1,Svincolato,{Dc},0,1
300,Perez M.,Svincolato,Svincolato,Lecce,1,Svincolato,"{Dd,Dc}",0,1
301,Kouassi,Svincolato,Svincolato,Lecce,2,Svincolato,"{Dd,Dc}",0,1
