id,giocatore,squadra_vincente,ultima_offerta,tempo_fine_asta,tempo_fine_mostra_interesse,stato,partecipanti,gia_elaborata
1,234,Metodo Monchi FC,,,2026-01-13 15:42:41.028688+00:00,mostra_interesse,"['Metodo Monchi FC', 'Diaolo Porco', 'ZeroDayz FC']",False
